eta,rho,v0,label
0.5721400612566429,0.6633009457158182,0.0008530358239365,1.0
0.7002666407530473,0.6661939104814689,0.0001773883849103,1.0
0.7390442211117282,0.6661438743129893,0.0002177962236667,1.0
0.6532277381747917,0.6637199537148493,0.0009880375959909,1.0
0.7261282579138102,0.6661909958219725,0.000190316767508,1.0
0.7497885017413778,0.6657846050626985,0.0003778080041569,1.0
0.7225802779750342,0.6624425309652724,0.0017610486791889,1.0
0.0505337476045283,0.3732912926942009,0.0006552463027329,0.0
0.989604322099708,0.6666653015923564,1.0030440176e-06,1.0
0.7563567013973916,0.6616920053711561,0.002586903495672,1.0
0.9479913864127072,0.6666298005273512,2.49629954134e-05,1.0
0.9839189043178151,0.666659378916592,5.302488766e-06,1.0
0.8838706569591508,0.666588413219935,4.60218885988e-05,1.0
0.9561813147482928,0.6666532004830326,9.2534311434e-06,1.0
0.944719761031861,0.6666436490196475,1.54588573439e-05,1.0
0.8990394632468504,0.6662230155526802,0.0002715127134512,1.0
0.9774302433267018,0.6666642670078726,1.7203080679e-06,1.0
0.8368878756492912,0.6666168997993926,2.62122361815e-05,1.0
0.9888117353096408,0.6666652149347239,1.0657076723e-06,1.0
0.969730403958044,0.6666170247996188,3.51283530329e-05,1.0
0.8337697057850634,0.6664897528940087,9.26454525796e-05,1.0
0.8364154591452274,0.6664836905726177,9.68004031415e-05,1.0
0.896620355166842,0.6666064250671565,3.64170863765e-05,1.0
0.2545854699671347,0.4429095234563498,0.0135271136775875,2.0
0.9981277723759008,0.6666659623533244,5.267803231e-07,1.0
0.8362788062420948,0.6663807723169493,0.0001508579644133,1.0
0.9908668650118244,0.6666652589484325,1.0382546055e-06,1.0
0.698578247679715,0.666251128163411,0.0001538364920445,1.0
0.9964705318300348,0.6666665077292947,1.184285856e-07,1.0
0.0971560763378546,0.3619648718758346,0.0026732254675164,0.0
0.9681660139489257,0.6666603526580012,4.4476388986e-06,1.0
0.9942943846726776,0.6666653908462641,9.466493552e-07,1.0
0.8966380862714922,0.6653573948967935,0.0008106981914478,1.0
0.9022873027090914,0.6666031091854083,3.90490251843e-05,1.0
0.9335166352867328,0.6666424734677012,1.58493777989e-05,1.0
0.745285175357759,0.6622699556552514,0.0018978543989919,1.0
0.2556369565834572,0.5277144373468847,0.0094817654463845,2.0
0.9366099238566852,0.6666428570465974,1.57208990545e-05,1.0
0.906663130414092,0.666641726200927,1.54238597412e-05,1.0
0.932545045045198,0.6666321695649928,2.25723931611e-05,1.0
0.821374722304982,0.6665876986322422,4.00148332758e-05,1.0
0.6453205696763711,0.6620521734826529,0.0015423077782896,1.0
0.5932167104816142,0.6638203526293442,0.0007828991569441,1.0
0.9879682896564314,0.6666654173717845,9.152175639e-07,1.0
0.9788956396225522,0.6666628481609802,2.7494877761e-06,1.0
0.7490193429845671,0.6660329149013199,0.0002693974456793,1.0
0.9455524740549384,0.6666496952862608,1.13922099836e-05,1.0
0.6930936692960982,0.663899566469168,0.001044191610825,1.0
0.8693382195333023,0.6666187464376576,2.73021586651e-05,1.0
0.9812725364740458,0.6666630218896521,2.6348725925e-06,1.0
0.9060105481878808,0.6664960150675805,0.000105890696403,1.0
0.7621705409569219,0.6662032974689314,0.0002038694069347,1.0
0.9418964273570952,0.6666551714296244,7.6663165158e-06,1.0
0.8975227442126836,0.6666008914302537,3.99235917537e-05,1.0
0.8363849219968961,0.6666026304240523,3.37353742281e-05,1.0
0.9699657873012336,0.6666580507130813,6.0851050893e-06,1.0
0.7770640144669146,0.6663839167111167,0.0001290487470474,1.0
0.9996999041522538,0.666666659871195,5.0939206e-09,1.0
0.740943862754948,0.6664806359384992,7.69105127579e-05,1.0
0.8991328143385745,0.6666222373494992,2.70042437761e-05,1.0
0.8525221906053232,0.666586902815044,4.37309284354e-05,1.0
0.6055755330135498,0.665014833063237,0.0004633089207958,1.0
0.8060877749535572,0.6662376990394918,0.0002118482038668,1.0
0.0952286073161085,0.3548056944850799,0.002466783543998,0.0
0.9086378877815636,0.6665780830118256,5.50173804526e-05,1.0
0.8187100684594695,0.666573683616536,4.71282348135e-05,1.0
0.9664427041811716,0.6666522275353308,1.01253188289e-05,1.0
0.5928552335206019,0.630986009180583,0.0132396381767223,2.0
0.8986157663282224,0.6665434905725314,7.55639402776e-05,1.0
0.8149585321441004,0.6663100757170046,0.0001788061338658,1.0
0.9229768471053658,0.6665550849536693,7.15740128733e-05,1.0
0.8695068530038829,0.6666056781096935,3.4827138622e-05,1.0
0.8077064298976874,0.6662779081440025,0.000192163771169,1.0
0.9827690563606428,0.6666622634074346,3.1924969058e-06,1.0
0.9783070362319634,0.6666513233954665,1.10358922394e-05,1.0
0.9987509787521206,0.6666666462503233,1.52749899e-08,1.0
0.669801832005925,0.6602549533097446,0.0025653823921919,1.0
0.8506255849927308,0.6659369270156656,0.000405025933021,1.0
0.9997516696711062,0.6666666632484725,2.562458e-09,1.0
0.7839838280931642,0.6625207883988338,0.0020577016414743,1.0
0.9195826814863268,0.6666266637322178,2.54312373396e-05,1.0
0.8623830550636586,0.6664841559447567,0.0001022715506734,1.0
0.9818229223651006,0.6666643205376706,1.6981685346e-06,1.0
0.9634772259566295,0.6666490958723736,1.22439618923e-05,1.0
0.6824353196763538,0.6651617788141881,0.0005387803064872,1.0
0.7318392924422507,0.6655561749594406,0.0004577853503161,1.0
